lbr_1_joint lbr_2_joint lbr_3_joint lbr_4_joint lbr_5_joint lbr_6_joint lbr_7_joint 
2.48724 -0.722626 1.88587 -1.41553 1.81405 -2.03084 0.939291 
2.48697 -0.725061 1.88581 -1.4162 1.8171 -2.03054 0.941038 
2.48669 -0.7275 1.88575 -1.41685 1.82015 -2.03024 0.942778 
2.48641 -0.729941 1.8857 -1.4175 1.8232 -2.02994 0.944509 
2.48613 -0.732386 1.88564 -1.41814 1.82624 -2.02963 0.946231 
2.48585 -0.734834 1.8856 -1.41876 1.82928 -2.02933 0.947946 
2.48557 -0.737285 1.88556 -1.41938 1.83232 -2.02902 0.949652 
2.48528 -0.739739 1.88552 -1.41999 1.83535 -2.02871 0.95135 
2.48499 -0.742195 1.88548 -1.42059 1.83839 -2.0284 0.95304 
2.4847 -0.744655 1.88545 -1.42117 1.84142 -2.02808 0.954722 
2.4844 -0.747117 1.88542 -1.42175 1.84445 -2.02777 0.956395 
2.48411 -0.749581 1.8854 -1.42232 1.84748 -2.02746 0.95806 
2.48381 -0.752049 1.88538 -1.42288 1.8505 -2.02714 0.959717 
2.48351 -0.754519 1.88537 -1.42343 1.85352 -2.02682 0.961365 
2.48321 -0.756991 1.88536 -1.42397 1.85654 -2.02651 0.963006 
2.4829 -0.759466 1.88535 -1.42451 1.85956 -2.02619 0.964638 
2.48259 -0.761944 1.88534 -1.42503 1.86257 -2.02587 0.966262 
2.48229 -0.764423 1.88534 -1.42554 1.86558 -2.02555 0.967878 
2.48198 -0.766905 1.88535 -1.42604 1.86859 -2.02523 0.969486 
2.48166 -0.76939 1.88536 -1.42653 1.87159 -2.02491 0.971085 
2.48135 -0.771876 1.88537 -1.42702 1.87459 -2.0246 0.972677 
2.48103 -0.774365 1.88539 -1.42749 1.87759 -2.02428 0.97426 
2.48071 -0.776856 1.88541 -1.42795 1.88059 -2.02396 0.975835 
2.48039 -0.779349 1.88543 -1.42841 1.88358 -2.02364 0.977402 
2.48007 -0.781843 1.88546 -1.42885 1.88657 -2.02332 0.978961 
2.47974 -0.78434 1.88549 -1.42929 1.88956 -2.023 0.980512 
2.47942 -0.786839 1.88552 -1.42971 1.89254 -2.02268 0.982055 
2.47909 -0.789339 1.88556 -1.43013 1.89552 -2.02236 0.98359 
2.47876 -0.791841 1.88561 -1.43054 1.8985 -2.02204 0.985117 
2.47843 -0.794345 1.88565 -1.43093 1.90147 -2.02172 0.986636 
2.4781 -0.796851 1.88571 -1.43132 1.90444 -2.0214 0.988147 
2.47776 -0.799358 1.88576 -1.4317 1.90741 -2.02109 0.98965 
2.47742 -0.801867 1.88582 -1.43207 1.91037 -2.02077 0.991146 
2.47708 -0.804377 1.88588 -1.43242 1.91333 -2.02045 0.992633 
2.47674 -0.806889 1.88595 -1.43277 1.91629 -2.02014 0.994113 
2.4764 -0.809402 1.88602 -1.43311 1.91924 -2.01983 0.995584 
2.47606 -0.811916 1.88609 -1.43344 1.92219 -2.01951 0.997048 
2.47571 -0.814432 1.88617 -1.43376 1.92513 -2.0192 0.998504 
2.47536 -0.816949 1.88626 -1.43407 1.92808 -2.01889 0.999953 
2.47501 -0.819468 1.88634 -1.43438 1.93102 -2.01858 1.00139 
2.47466 -0.821987 1.88643 -1.43467 1.93395 -2.01827 1.00283 
2.47431 -0.824508 1.88653 -1.43495 1.93688 -2.01797 1.00425 
2.47396 -0.827029 1.88663 -1.43522 1.93981 -2.01766 1.00567 
2.4736 -0.829552 1.88673 -1.43548 1.94273 -2.01736 1.00708 
2.47324 -0.832075 1.88683 -1.43574 1.94565 -2.01706 1.00848 
2.47289 -0.8346 1.88694 -1.43598 1.94857 -2.01676 1.00988 
2.47253 -0.837125 1.88706 -1.43622 1.95148 -2.01646 1.01126 
2.47216 -0.839651 1.88718 -1.43644 1.95439 -2.01616 1.01264 
2.4718 -0.842178 1.8873 -1.43666 1.95729 -2.01587 1.01402 
2.47144 -0.844706 1.88742 -1.43686 1.96019 -2.01558 1.01538 
2.47107 -0.847235 1.88755 -1.43706 1.96309 -2.01529 1.01674 
2.4707 -0.849764 1.88769 -1.43724 1.96598 -2.015 1.01809 
2.47033 -0.852293 1.88782 -1.43742 1.96887 -2.01471 1.01943 
2.46996 -0.854823 1.88796 -1.43759 1.97175 -2.01443 1.02077 
2.46959 -0.857354 1.88811 -1.43775 1.97463 -2.01415 1.02209 
2.46921 -0.859885 1.88826 -1.4379 1.9775 -2.01387 1.02341 
2.46884 -0.862416 1.88841 -1.43803 1.98037 -2.01359 1.02473 
2.46846 -0.864948 1.88857 -1.43816 1.98324 -2.01332 1.02604 
2.46808 -0.86748 1.88873 -1.43828 1.9861 -2.01305 1.02733 
2.4677 -0.870013 1.88889 -1.43839 1.98896 -2.01278 1.02863 
2.46732 -0.872545 1.88906 -1.43849 1.99182 -2.01251 1.02991 
2.46694 -0.875078 1.88923 -1.43859 1.99467 -2.01225 1.03119 
2.46655 -0.877611 1.88941 -1.43867 1.99751 -2.01199 1.03246 
2.46617 -0.880144 1.88959 -1.43874 2.00035 -2.01173 1.03373 
2.46578 -0.882677 1.88977 -1.4388 2.00319 -2.01147 1.03498 
2.46539 -0.88521 1.88996 -1.43885 2.00602 -2.01122 1.03623 
2.465 -0.887743 1.89015 -1.4389 2.00885 -2.01097 1.03748 
2.46461 -0.890276 1.89035 -1.43893 2.01167 -2.01073 1.03871 
2.46422 -0.892809 1.89055 -1.43896 2.01449 -2.01049 1.03994 
2.46382 -0.895341 1.89075 -1.43897 2.01731 -2.01025 1.04117 
2.46343 -0.897874 1.89096 -1.43898 2.02012 -2.01001 1.04238 
2.46303 -0.900406 1.89117 -1.43897 2.02292 -2.00978 1.04359 
2.46263 -0.902938 1.89138 -1.43896 2.02572 -2.00955 1.0448 
2.46223 -0.905469 1.8916 -1.43893 2.02852 -2.00933 1.046 
2.46183 -0.908001 1.89182 -1.4389 2.03131 -2.0091 1.04719 
2.46143 -0.910531 1.89205 -1.43886 2.0341 -2.00889 1.04837 
2.46102 -0.913062 1.89228 -1.43881 2.03688 -2.00867 1.04955 
2.46062 -0.915592 1.89251 -1.43875 2.03965 -2.00846 1.05072 
2.46021 -0.918121 1.89275 -1.43867 2.04243 -2.00825 1.05188 
2.4598 -0.92065 1.89299 -1.43859 2.0452 -2.00805 1.05304 
2.4594 -0.923178 1.89323 -1.4385 2.04796 -2.00785 1.05419 
2.45898 -0.925706 1.89348 -1.4384 2.05072 -2.00766 1.05534 
2.45857 -0.928233 1.89373 -1.4383 2.05347 -2.00747 1.05648 
2.45816 -0.930759 1.89399 -1.43818 2.05622 -2.00728 1.05761 
2.45775 -0.933285 1.89425 -1.43805 2.05896 -2.0071 1.05874 
2.45733 -0.935809 1.89451 -1.43791 2.0617 -2.00692 1.05986 
2.45691 -0.938333 1.89478 -1.43776 2.06444 -2.00674 1.06098 
2.45649 -0.940856 1.89505 -1.43761 2.06717 -2.00657 1.06208 
2.45607 -0.943379 1.89533 -1.43744 2.06989 -2.0064 1.06319 
2.45565 -0.9459 1.8956 -1.43726 2.07261 -2.00624 1.06429 
2.45523 -0.94842 1.89589 -1.43708 2.07533 -2.00609 1.06538 
2.45481 -0.95094 1.89617 -1.43688 2.07804 -2.00593 1.06646 
2.45438 -0.953458 1.89646 -1.43668 2.08074 -2.00578 1.06754 
2.45395 -0.955976 1.89675 -1.43646 2.08344 -2.00564 1.06862 
2.45353 -0.958492 1.89705 -1.43624 2.08614 -2.0055 1.06969 
2.4531 -0.961007 1.89735 -1.43601 2.08883 -2.00536 1.07075 
2.45267 -0.963521 1.89765 -1.43576 2.09151 -2.00523 1.07181 
2.45224 -0.966034 1.89796 -1.43551 2.09419 -2.00511 1.07286 
2.4518 -0.968546 1.89827 -1.43525 2.09686 -2.00499 1.0739 
2.45137 -0.971056 1.89859 -1.43498 2.09953 -2.00487 1.07494 
2.45093 -0.973565 1.89891 -1.4347 2.1022 -2.00476 1.07598 
2.4505 -0.976073 1.89923 -1.4344 2.10486 -2.00465 1.07701 
2.45006 -0.97858 1.89955 -1.4341 2.10751 -2.00455 1.07803 
2.44962 -0.981085 1.89988 -1.43379 2.11016 -2.00445 1.07905 
2.44918 -0.983589 1.90021 -1.43347 2.11281 -2.00436 1.08007 
2.44873 -0.986092 1.90055 -1.43315 2.11545 -2.00428 1.08108 
2.44829 -0.988593 1.90089 -1.43281 2.11808 -2.00419 1.08208 
2.44785 -0.991093 1.90123 -1.43246 2.12071 -2.00412 1.08308 
2.4474 -0.993591 1.90158 -1.4321 2.12333 -2.00405 1.08407 
2.44695 -0.996088 1.90193 -1.43173 2.12595 -2.00398 1.08506 
2.4465 -0.998583 1.90228 -1.43136 2.12856 -2.00392 1.08604 
2.44605 -1.00108 1.90264 -1.43097 2.13117 -2.00386 1.08702 
2.4456 -1.00357 1.903 -1.43057 2.13377 -2.00381 1.08799 
2.44515 -1.00606 1.90336 -1.43017 2.13637 -2.00376 1.08896 
2.44469 -1.00855 1.90373 -1.42975 2.13896 -2.00372 1.08993 
2.44424 -1.01104 1.9041 -1.42933 2.14155 -2.00369 1.09088 
2.44378 -1.01352 1.90447 -1.42889 2.14413 -2.00366 1.09184 
2.44332 -1.016 1.90485 -1.42845 2.14671 -2.00364 1.09279 
2.44286 -1.01849 1.90523 -1.428 2.14928 -2.00362 1.09373 
2.4424 -1.02097 1.90561 -1.42753 2.15184 -2.0036 1.09467 
2.44194 -1.02345 1.906 -1.42706 2.1544 -2.0036 1.09561 
2.44147 -1.02592 1.90639 -1.42658 2.15696 -2.00359 1.09654 
2.44101 -1.0284 1.90679 -1.42609 2.15951 -2.0036 1.09747 
2.44054 -1.03087 1.90718 -1.42559 2.16205 -2.00361 1.09839 
2.44007 -1.03334 1.90758 -1.42507 2.16459 -2.00362 1.09931 
2.4396 -1.03581 1.90799 -1.42455 2.16713 -2.00364 1.10022 
2.43913 -1.03828 1.90839 -1.42402 2.16965 -2.00367 1.10113 
2.43866 -1.04074 1.9088 -1.42348 2.17218 -2.0037 1.10203 
2.43819 -1.04321 1.90922 -1.42293 2.17469 -2.00373 1.10293 
2.43771 -1.04567 1.90963 -1.42237 2.17721 -2.00378 1.10383 
2.43723 -1.04813 1.91005 -1.42181 2.17971 -2.00382 1.10472 
2.43676 -1.05059 1.91047 -1.42123 2.18221 -2.00388 1.10561 
2.43628 -1.05304 1.9109 -1.42064 2.18471 -2.00394 1.10649 
2.4358 -1.0555 1.91133 -1.42004 2.1872 -2.004 1.10737 
2.43531 -1.05795 1.91176 -1.41943 2.18969 -2.00408 1.10825 
2.43483 -1.0604 1.91219 -1.41882 2.19216 -2.00415 1.10912 
2.43435 -1.06285 1.91263 -1.41819 2.19464 -2.00424 1.10999 
2.43386 -1.06529 1.91307 -1.41755 2.19711 -2.00433 1.11085 
2.43337 -1.06774 1.91352 -1.41691 2.19957 -2.00442 1.11171 
2.43288 -1.07018 1.91397 -1.41625 2.20203 -2.00452 1.11257 
2.43239 -1.07262 1.91442 -1.41559 2.20448 -2.00463 1.11342 
2.4319 -1.07506 1.91487 -1.41491 2.20693 -2.00474 1.11427 
2.4314 -1.07749 1.91532 -1.41423 2.20937 -2.00486 1.11512 
2.43091 -1.07992 1.91578 -1.41353 2.2118 -2.00499 1.11596 
2.43041 -1.08235 1.91625 -1.41283 2.21423 -2.00512 1.1168 
2.42991 -1.08478 1.91671 -1.41212 2.21666 -2.00526 1.11763 
2.42941 -1.08721 1.91718 -1.41139 2.21908 -2.0054 1.11846 
2.42891 -1.08963 1.91765 -1.41066 2.22149 -2.00555 1.11929 
2.42841 -1.09206 1.91812 -1.40992 2.2239 -2.0057 1.12011 
2.4279 -1.09448 1.9186 -1.40917 2.2263 -2.00587 1.12093 
2.42739 -1.09689 1.91908 -1.40841 2.2287 -2.00603 1.12175 
2.42689 -1.09931 1.91956 -1.40763 2.23109 -2.00621 1.12257 
2.42638 -1.10172 1.92004 -1.40685 2.23347 -2.00639 1.12338 
2.42587 -1.10413 1.92053 -1.40606 2.23585 -2.00657 1.12418 
2.42535 -1.10654 1.92102 -1.40526 2.23823 -2.00677 1.12499 
2.42484 -1.10895 1.92151 -1.40445 2.24059 -2.00696 1.12579 
2.42432 -1.11135 1.92201 -1.40363 2.24296 -2.00717 1.12659 
2.42381 -1.11375 1.92251 -1.4028 2.24531 -2.00738 1.12738 
2.42329 -1.11615 1.92301 -1.40196 2.24767 -2.0076 1.12817 
2.42277 -1.11855 1.92351 -1.40111 2.25001 -2.00782 1.12896 
2.42224 -1.12095 1.92402 -1.40025 2.25235 -2.00805 1.12975 
2.42172 -1.12334 1.92453 -1.39938 2.25469 -2.00829 1.13053 
2.42119 -1.12573 1.92504 -1.39851 2.25702 -2.00853 1.13131 
2.42067 -1.12812 1.92555 -1.39762 2.25934 -2.00878 1.13208 
2.42014 -1.1305 1.92607 -1.39672 2.26166 -2.00903 1.13286 
2.41961 -1.13288 1.92659 -1.39581 2.26397 -2.00929 1.13363 
2.41907 -1.13526 1.92711 -1.39489 2.26628 -2.00956 1.1344 
2.41854 -1.13764 1.92763 -1.39397 2.26858 -2.00984 1.13516 
2.418 -1.14002 1.92816 -1.39303 2.27088 -2.01012 1.13593 
2.41746 -1.14239 1.92869 -1.39208 2.27316 -2.0104 1.13669 
2.41693 -1.14476 1.92922 -1.39113 2.27545 -2.0107 1.13744 
2.41638 -1.14713 1.92975 -1.39016 2.27773 -2.01099 1.1382 
2.41584 -1.1495 1.93029 -1.38918 2.28 -2.0113 1.13895 
2.4153 -1.15186 1.93082 -1.3882 2.28227 -2.01161 1.1397 
2.41475 -1.15422 1.93137 -1.3872 2.28453 -2.01193 1.14044 
2.4142 -1.15658 1.93191 -1.3862 2.28678 -2.01226 1.14119 
2.41365 -1.15894 1.93245 -1.38518 2.28903 -2.01259 1.14193 
2.4131 -1.1613 1.933 -1.38416 2.29128 -2.01293 1.14267 
2.41254 -1.16365 1.93355 -1.38312 2.29352 -2.01327 1.14341 
2.41199 -1.166 1.9341 -1.38208 2.29575 -2.01362 1.14414 
2.41143 -1.16834 1.93466 -1.38102 2.29798 -2.01398 1.14487 
2.41087 -1.17069 1.93521 -1.37996 2.3002 -2.01434 1.1456 
2.41031 -1.17303 1.93577 -1.37888 2.30241 -2.01471 1.14633 
2.40975 -1.17537 1.93633 -1.3778 2.30462 -2.01509 1.14706 
2.40918 -1.17771 1.93689 -1.3767 2.30683 -2.01547 1.14778 
2.40862 -1.18004 1.93746 -1.3756 2.30903 -2.01586 1.1485 
2.40805 -1.18238 1.93802 -1.37448 2.31122 -2.01625 1.14922 
2.40748 -1.18471 1.93859 -1.37336 2.31341 -2.01666 1.14993 
2.4069 -1.18704 1.93916 -1.37223 2.31559 -2.01707 1.15065 
2.40633 -1.18936 1.93974 -1.37108 2.31776 -2.01748 1.15136 
2.40575 -1.19168 1.94031 -1.36993 2.31993 -2.0179 1.15207 
2.40517 -1.19401 1.94089 -1.36876 2.3221 -2.01833 1.15278 
2.40459 -1.19632 1.94147 -1.36759 2.32426 -2.01877 1.15348 
2.40401 -1.19864 1.94205 -1.36641 2.32641 -2.01921 1.15419 
2.40342 -1.20095 1.94263 -1.36521 2.32856 -2.01965 1.15489 
2.40284 -1.20326 1.94321 -1.36401 2.3307 -2.02011 1.15559 
2.40225 -1.20557 1.9438 -1.3628 2.33283 -2.02057 1.15629 
2.40166 -1.20788 1.94439 -1.36157 2.33496 -2.02104 1.15698 
2.40106 -1.21018 1.94498 -1.36034 2.33708 -2.02151 1.15768 
2.40047 -1.21249 1.94557 -1.3591 2.3392 -2.02199 1.15837 
2.39987 -1.21479 1.94616 -1.35784 2.34132 -2.02248 1.15906 
2.39927 -1.21708 1.94676 -1.35658 2.34342 -2.02297 1.15975 
2.39867 -1.21938 1.94735 -1.3553 2.34552 -2.02347 1.16044 
2.39807 -1.22167 1.94795 -1.35402 2.34762 -2.02398 1.16112 
2.39746 -1.22396 1.94855 -1.35273 2.34971 -2.02449 1.16181 
2.39685 -1.22625 1.94915 -1.35142 2.35179 -2.02501 1.16249 
2.39624 -1.22853 1.94976 -1.35011 2.35387 -2.02553 1.16317 
2.39563 -1.23082 1.95036 -1.34878 2.35594 -2.02606 1.16385 
2.39501 -1.2331 1.95097 -1.34745 2.35801 -2.0266 1.16452 
2.3944 -1.23537 1.95158 -1.34611 2.36007 -2.02715 1.1652 
2.39378 -1.23765 1.95219 -1.34475 2.36212 -2.0277 1.16587 
2.39316 -1.23992 1.9528 -1.34339 2.36417 -2.02826 1.16654 
2.39253 -1.2422 1.95341 -1.34201 2.36621 -2.02882 1.16721 
2.39191 -1.24445 1.95402 -1.34063 2.36824 -2.02939 1.16788 
2.39129 -1.24669 1.95462 -1.33926 2.37025 -2.02996 1.16853 
2.39068 -1.24892 1.95521 -1.33788 2.37224 -2.03052 1.16917 
2.39007 -1.25112 1.95579 -1.33651 2.37421 -2.03109 1.16981 
2.38946 -1.25331 1.95637 -1.33514 2.37616 -2.03165 1.17044 
2.38886 -1.25548 1.95694 -1.33377 2.37809 -2.03222 1.17106 
2.38826 -1.25764 1.9575 -1.3324 2.38 -2.03278 1.17167 
2.38767 -1.25977 1.95806 -1.33103 2.3819 -2.03335 1.17227 
2.38708 -1.26189 1.95861 -1.32967 2.38378 -2.03391 1.17286 
2.38649 -1.264 1.95915 -1.3283 2.38564 -2.03447 1.17345 
2.3859 -1.26609 1.95968 -1.32694 2.38748 -2.03504 1.17402 
2.38532 -1.26816 1.96021 -1.32558 2.38931 -2.0356 1.17459 
2.38475 -1.27021 1.96073 -1.32423 2.39112 -2.03616 1.17515 
2.38417 -1.27225 1.96125 -1.32287 2.39291 -2.03672 1.17571 
2.3836 -1.27427 1.96176 -1.32152 2.39468 -2.03728 1.17626 
2.38303 -1.27628 1.96226 -1.32017 2.39644 -2.03784 1.1768 
2.38247 -1.27827 1.96276 -1.31883 2.39818 -2.0384 1.17733 
2.38191 -1.28025 1.96325 -1.31749 2.39991 -2.03895 1.17785 
2.38136 -1.28221 1.96373 -1.31615 2.40161 -2.03951 1.17837 
2.3808 -1.28415 1.96421 -1.31481 2.40331 -2.04006 1.17888 
2.38025 -1.28608 1.96468 -1.31347 2.40498 -2.04062 1.17939 
2.37971 -1.288 1.96515 -1.31214 2.40664 -2.04117 1.17989 
2.37916 -1.28989 1.96561 -1.31082 2.40829 -2.04172 1.18038 
2.37862 -1.29178 1.96606 -1.30949 2.40992 -2.04228 1.18086 
2.37809 -1.29365 1.96651 -1.30817 2.41153 -2.04283 1.18134 
2.37755 -1.2955 1.96695 -1.30686 2.41313 -2.04338 1.18181 
2.37702 -1.29734 1.96739 -1.30554 2.41471 -2.04392 1.18228 
2.3765 -1.29917 1.96782 -1.30423 2.41628 -2.04447 1.18274 
2.37597 -1.30098 1.96825 -1.30293 2.41784 -2.04502 1.1832 
2.37545 -1.30277 1.96867 -1.30163 2.41938 -2.04556 1.18364 
2.37493 -1.30456 1.96909 -1.30033 2.4209 -2.0461 1.18409 
2.37442 -1.30632 1.9695 -1.29904 2.42242 -2.04665 1.18452 
2.37391 -1.30808 1.96991 -1.29775 2.42391 -2.04719 1.18496 
2.3734 -1.30982 1.97031 -1.29646 2.4254 -2.04773 1.18538 
2.3729 -1.31154 1.9707 -1.29518 2.42686 -2.04826 1.1858 
2.37239 -1.31326 1.97109 -1.2939 2.42832 -2.0488 1.18622 
2.37189 -1.31496 1.97148 -1.29263 2.42976 -2.04934 1.18663 
2.3714 -1.31664 1.97186 -1.29136 2.43119 -2.04987 1.18703 
2.37091 -1.31831 1.97224 -1.29009 2.43261 -2.0504 1.18743 
2.37042 -1.31997 1.97261 -1.28883 2.43401 -2.05093 1.18783 
2.36993 -1.32162 1.97298 -1.28758 2.4354 -2.05146 1.18822 
2.36944 -1.32325 1.97334 -1.28633 2.43677 -2.05199 1.1886 
2.36896 -1.32487 1.9737 -1.28508 2.43814 -2.05252 1.18898 
2.36848 -1.32648 1.97405 -1.28384 2.43949 -2.05304 1.18936 
2.36801 -1.32807 1.9744 -1.2826 2.44083 -2.05357 1.18973 
2.36753 -1.32965 1.97475 -1.28137 2.44215 -2.05409 1.1901 
2.36706 -1.33122 1.97509 -1.28014 2.44347 -2.05461 1.19046 
2.3666 -1.33278 1.97543 -1.27892 2.44477 -2.05513 1.19082 
2.36613 -1.33432 1.97576 -1.2777 2.44606 -2.05564 1.19117 
2.36567 -1.33585 1.97609 -1.27649 2.44733 -2.05616 1.19152 
2.36521 -1.33737 1.97641 -1.27528 2.4486 -2.05667 1.19186 
2.36476 -1.33888 1.97673 -1.27407 2.44985 -2.05718 1.1922 
2.3643 -1.34038 1.97705 -1.27287 2.4511 -2.05769 1.19254 
2.36385 -1.34186 1.97736 -1.27168 2.45233 -2.0582 1.19287 
2.36341 -1.34333 1.97767 -1.27049 2.45355 -2.05871 1.1932 
2.36296 -1.34479 1.97798 -1.26931 2.45475 -2.05921 1.19352 
2.36252 -1.34624 1.97828 -1.26813 2.45595 -2.05971 1.19384 
2.36208 -1.34768 1.97858 -1.26695 2.45714 -2.06022 1.19416 
2.36164 -1.3491 1.97887 -1.26578 2.45831 -2.06071 1.19447 
2.36121 -1.35052 1.97916 -1.26462 2.45948 -2.06121 1.19478 
2.36077 -1.35192 1.97945 -1.26346 2.46063 -2.06171 1.19509 
2.36034 -1.35331 1.97973 -1.26231 2.46177 -2.0622 1.19539 
2.35992 -1.35469 1.98001 -1.26116 2.46291 -2.06269 1.19569 
2.35949 -1.35606 1.98029 -1.26002 2.46403 -2.06318 1.19598 
2.35907 -1.35742 1.98056 -1.25888 2.46514 -2.06367 1.19627 
2.35865 -1.35877 1.98083 -1.25775 2.46624 -2.06416 1.19656 
2.35824 -1.36011 1.9811 -1.25662 2.46734 -2.06464 1.19684 
2.35782 -1.36143 1.98136 -1.25549 2.46842 -2.06512 1.19712 
2.35741 -1.36275 1.98162 -1.25438 2.46949 -2.0656 1.1974 
2.357 -1.36405 1.98188 -1.25327 2.47055 -2.06608 1.19768 
2.3566 -1.36535 1.98213 -1.25216 2.4716 -2.06656 1.19795 
2.35619 -1.36663 1.98239 -1.25106 2.47265 -2.06703 1.19822 
2.35579 -1.36791 1.98263 -1.24996 2.47368 -2.0675 1.19848 
2.35539 -1.36917 1.98288 -1.24887 2.4747 -2.06798 1.19874 
2.355 -1.37043 1.98312 -1.24778 2.47572 -2.06844 1.199 
2.3546 -1.37167 1.98336 -1.2467 2.47672 -2.06891 1.19926 
2.35421 -1.37291 1.98359 -1.24563 2.47772 -2.06937 1.19951 
2.35382 -1.37413 1.98383 -1.24456 2.47871 -2.06984 1.19976 
2.35343 -1.37535 1.98406 -1.2435 2.47969 -2.0703 1.20001 
2.35305 -1.37655 1.98429 -1.24244 2.48066 -2.07075 1.20025 
2.35267 -1.37775 1.98451 -1.24138 2.48162 -2.07121 1.20049 
2.35229 -1.37893 1.98473 -1.24033 2.48257 -2.07167 1.20073 
2.35191 -1.38011 1.98495 -1.23929 2.48351 -2.07212 1.20097 
2.35153 -1.38128 1.98517 -1.23825 2.48445 -2.07257 1.2012 
2.35116 -1.38243 1.98538 -1.23722 2.48537 -2.07301 1.20143 
2.35079 -1.38358 1.98559 -1.23619 2.48629 -2.07346 1.20166 
2.35042 -1.38472 1.9858 -1.23517 2.4872 -2.0739 1.20189 
2.35006 -1.38585 1.98601 -1.23416 2.4881 -2.07435 1.20211 
2.34969 -1.38697 1.98621 -1.23315 2.489 -2.07479 1.20233 
2.34933 -1.38808 1.98642 -1.23214 2.48988 -2.07522 1.20255 
2.34897 -1.38919 1.98662 -1.23114 2.49076 -2.07566 1.20276 
2.34862 -1.39028 1.98681 -1.23014 2.49163 -2.07609 1.20298 
2.34826 -1.39137 1.98701 -1.22915 2.49249 -2.07652 1.20319 
2.34791 -1.39245 1.9872 -1.22817 2.49334 -2.07695 1.2034 
2.34756 -1.39351 1.98739 -1.22719 2.49419 -2.07738 1.2036 
2.34721 -1.39457 1.98758 -1.22622 2.49503 -2.0778 1.20381 
2.34686 -1.39563 1.98776 -1.22525 2.49586 -2.07823 1.20401 
2.34652 -1.39667 1.98794 -1.22429 2.49668 -2.07865 1.20421 
2.34618 -1.3977 1.98812 -1.22333 2.4975 -2.07907 1.20441 
2.34584 -1.39873 1.9883 -1.22238 2.49831 -2.07948 1.2046 
2.3455 -1.39975 1.98848 -1.22143 2.49911 -2.0799 1.20479 
2.34517 -1.40076 1.98865 -1.22049 2.49991 -2.08031 1.20499 
2.34483 -1.40176 1.98883 -1.21955 2.50069 -2.08072 1.20517 
2.3445 -1.40276 1.989 -1.21862 2.50147 -2.08113 1.20536 
2.34417 -1.40374 1.98917 -1.21769 2.50225 -2.08153 1.20555 
2.34385 -1.40472 1.98933 -1.21677 2.50301 -2.08194 1.20573 
2.34352 -1.40569 1.9895 -1.21586 2.50377 -2.08234 1.20591 
2.3432 -1.40665 1.98966 -1.21495 2.50453 -2.08274 1.20609 
2.34288 -1.40761 1.98982 -1.21404 2.50527 -2.08314 1.20626 
2.34256 -1.40856 1.98998 -1.21314 2.50601 -2.08353 1.20644 
2.34224 -1.4095 1.99013 -1.21224 2.50675 -2.08393 1.20661 
2.34193 -1.41043 1.99029 -1.21135 2.50747 -2.08432 1.20678 
2.34162 -1.41136 1.99044 -1.21047 2.50819 -2.08471 1.20695 
2.34131 -1.41227 1.99059 -1.20959 2.50891 -2.08509 1.20712 
2.341 -1.41318 1.99074 -1.20872 2.50961 -2.08548 1.20729 
2.34069 -1.41409 1.99089 -1.20785 2.51032 -2.08586 1.20745 
2.34039 -1.41498 1.99104 -1.20698 2.51101 -2.08624 1.20761 
2.34008 -1.41587 1.99118 -1.20612 2.5117 -2.08662 1.20777 
2.33978 -1.41675 1.99132 -1.20527 2.51238 -2.087 1.20793 
2.33949 -1.41763 1.99146 -1.20442 2.51306 -2.08737 1.20809 
2.33919 -1.4185 1.9916 -1.20358 2.51373 -2.08774 1.20825 
2.33889 -1.41936 1.99174 -1.20274 2.5144 -2.08812 1.2084 
2.3386 -1.42021 1.99187 -1.2019 2.51506 -2.08848 1.20855 
2.33831 -1.42106 1.99201 -1.20108 2.51571 -2.08885 1.2087 
2.33802 -1.4219 1.99214 -1.20025 2.51636 -2.08921 1.20885 
2.33773 -1.42273 1.99227 -1.19943 2.517 -2.08958 1.209 
2.33745 -1.42356 1.9924 -1.19862 2.51763 -2.08994 1.20914 
2.33716 -1.42438 1.99253 -1.19781 2.51826 -2.09029 1.20929 
2.33688 -1.42519 1.99266 -1.19701 2.51889 -2.09065 1.20943 
2.3366 -1.426 1.99278 -1.19621 2.51951 -2.091 1.20957 
2.33632 -1.4268 1.9929 -1.19541 2.52012 -2.09136 1.20971 
2.33605 -1.4276 1.99303 -1.19462 2.52073 -2.09171 1.20985 
2.33577 -1.42838 1.99315 -1.19384 2.52134 -2.09205 1.20999 
2.3355 -1.42917 1.99327 -1.19306 2.52193 -2.0924 1.21012 
2.33523 -1.42994 1.99338 -1.19228 2.52253 -2.09274 1.21026 
2.33496 -1.43071 1.9935 -1.19151 2.52311 -2.09309 1.21039 
2.33469 -1.43148 1.99362 -1.19075 2.5237 -2.09343 1.21052 
2.33443 -1.43223 1.99373 -1.18999 2.52428 -2.09376 1.21065 
2.33417 -1.43298 1.99384 -1.18923 2.52485 -2.0941 1.21078 
2.3339 -1.43373 1.99395 -1.18848 2.52542 -2.0941 1.21091 
2.33364 -1.43447 1.99406 -1.18774 2.52598 -2.0941 1.21104 
2.33339 -1.4352 1.99417 -1.18699 2.52653 -2.0941 1.21116 
2.33313 -1.43593 1.99428 -1.18626 2.52708 -2.0941 1.21129 
2.33287 -1.43664 1.99439 -1.18553 2.52763 -2.0941 1.21141 
2.33262 -1.43736 1.9945 -1.1848 2.52817 -2.0941 1.21154 
