lbr_1_joint lbr_2_joint lbr_3_joint lbr_4_joint lbr_5_joint lbr_6_joint lbr_7_joint 
2.33237 -1.43806 1.99461 -1.18408 2.52871 -2.0941 1.21166 
2.33212 -1.43876 1.99472 -1.18337 2.52924 -2.0941 1.21178 
2.33188 -1.43946 1.99483 -1.18266 2.52976 -2.0941 1.2119 
2.33163 -1.44014 1.99494 -1.18195 2.53028 -2.0941 1.21202 
2.33139 -1.44083 1.99505 -1.18125 2.53079 -2.0941 1.21215 
2.33115 -1.4415 1.99515 -1.18055 2.5313 -2.0941 1.21227 
2.33091 -1.44217 1.99526 -1.17986 2.53181 -2.0941 1.21239 
2.33067 -1.44283 1.99537 -1.17918 2.53231 -2.0941 1.21251 
2.33043 -1.44349 1.99547 -1.1785 2.5328 -2.0941 1.21262 
2.3302 -1.44414 1.99558 -1.17782 2.53329 -2.0941 1.21274 
2.32997 -1.44479 1.99569 -1.17715 2.53378 -2.0941 1.21286 
2.32974 -1.44543 1.99579 -1.17648 2.53426 -2.0941 1.21298 
2.32951 -1.44606 1.9959 -1.17582 2.53473 -2.0941 1.21309 
2.32928 -1.44669 1.99601 -1.17516 2.5352 -2.0941 1.21321 
2.32906 -1.44731 1.99611 -1.17451 2.53567 -2.0941 1.21332 
2.32883 -1.44793 1.99622 -1.17386 2.53613 -2.0941 1.21344 
2.32861 -1.44854 1.99632 -1.17322 2.53659 -2.0941 1.21355 
2.32839 -1.44915 1.99643 -1.17258 2.53704 -2.0941 1.21367 
2.32817 -1.44975 1.99653 -1.17195 2.53749 -2.0941 1.21378 
2.32796 -1.45034 1.99663 -1.17132 2.53793 -2.09439 1.21389 
2.32774 -1.45093 1.99674 -1.17069 2.53837 -2.09439 1.214 
2.32753 -1.45152 1.99684 -1.17007 2.53881 -2.09439 1.21411 
2.32731 -1.4521 1.99694 -1.16946 2.53924 -2.09439 1.21422 
2.3271 -1.45267 1.99705 -1.16884 2.53966 -2.09439 1.21433 
2.3269 -1.45324 1.99715 -1.16824 2.54009 -2.09439 1.21444 
2.32669 -1.45381 1.99725 -1.16763 2.5405 -2.09439 1.21455 
2.32648 -1.45437 1.99735 -1.16704 2.54092 -2.09439 1.21466 
2.32628 -1.45492 1.99746 -1.16644 2.54133 -2.09439 1.21477 
2.32608 -1.45547 1.99756 -1.16585 2.54173 -2.09439 1.21488 
2.32588 -1.45601 1.99766 -1.16527 2.54214 -2.09439 1.21499 
2.32568 -1.45655 1.99776 -1.16469 2.54253 -2.09439 1.21509 
2.32548 -1.45709 1.99786 -1.16411 2.54293 -2.09439 1.2152 
2.32528 -1.45761 1.99796 -1.16354 2.54332 -2.09439 1.21531 
2.32509 -1.45814 1.99806 -1.16297 2.5437 -2.09439 1.21541 
2.32489 -1.45866 1.99816 -1.1624 2.54409 -2.09439 1.21552 
2.3247 -1.45917 1.99826 -1.16184 2.54447 -2.09439 1.21562 
2.32451 -1.45968 1.99836 -1.16129 2.54484 -2.09439 1.21572 
2.32432 -1.46019 1.99846 -1.16074 2.54521 -2.09439 1.21583 
2.32414 -1.46069 1.99856 -1.16019 2.54558 -2.09439 1.21593 
2.32395 -1.46119 1.99866 -1.15965 2.54594 -2.09439 1.21603 
2.32376 -1.46168 1.99876 -1.15911 2.5463 -2.09439 1.21614 
2.32358 -1.46217 1.99886 -1.15857 2.54666 -2.09439 1.21624 
2.3234 -1.46265 1.99896 -1.15804 2.54701 -2.09439 1.21634 
2.32322 -1.46313 1.99906 -1.15751 2.54736 -2.09439 1.21644 
2.32304 -1.4636 1.99916 -1.15699 2.54771 -2.09439 1.21654 
2.32286 -1.46407 1.99926 -1.15647 2.54805 -2.09439 1.21664 
2.32269 -1.46454 1.99936 -1.15596 2.54839 -2.09439 1.21674 
2.32251 -1.465 1.99946 -1.15544 2.54872 -2.09439 1.21684 
2.32234 -1.46546 1.99956 -1.15494 2.54906 -2.09439 1.21694 
2.32217 -1.46591 1.99965 -1.15443 2.54939 -2.09439 1.21704 
2.322 -1.46636 1.99975 -1.15393 2.54971 -2.09439 1.21714 
2.32183 -1.4668 1.99985 -1.15344 2.55003 -2.09439 1.21724 
2.32166 -1.46724 1.99995 -1.15294 2.55035 -2.09439 1.21734 
2.32149 -1.46768 2.00005 -1.15246 2.55067 -2.09439 1.21744 
2.32133 -1.46811 2.00014 -1.15197 2.55098 -2.09439 1.21753 
2.32117 -1.46854 2.00024 -1.15149 2.55129 -2.09439 1.21763 
2.321 -1.46897 2.00034 -1.15101 2.5516 -2.09439 1.21773 
2.32084 -1.46939 2.00044 -1.15054 2.5519 -2.09439 1.21782 
2.32068 -1.4698 2.00053 -1.15007 2.5522 -2.09439 1.21792 
2.32052 -1.47022 2.00063 -1.1496 2.5525 -2.09439 1.21801 
2.32036 -1.47063 2.00073 -1.14914 2.55279 -2.09439 1.21811 
2.32021 -1.47103 2.00082 -1.14868 2.55308 -2.09439 1.2182 
2.32005 -1.47143 2.00092 -1.14822 2.55337 -2.09439 1.2183 
2.3199 -1.47183 2.00102 -1.14777 2.55366 -2.09439 1.21839 
2.31975 -1.47223 2.00111 -1.14732 2.55394 -2.09439 1.21849 
2.3196 -1.47262 2.00121 -1.14688 2.55422 -2.09439 1.21858 
2.31945 -1.473 2.00131 -1.14643 2.5545 -2.09439 1.21867 
2.3193 -1.47339 2.0014 -1.146 2.55477 -2.09439 1.21876 
2.31915 -1.47377 2.0015 -1.14556 2.55504 -2.09439 1.21886 
2.319 -1.47414 2.00159 -1.14513 2.55531 -2.09439 1.21895 
2.31886 -1.47452 2.00169 -1.1447 2.55558 -2.09439 1.21904 
2.31871 -1.47488 2.00178 -1.14428 2.55584 -2.09439 1.21913 
2.31857 -1.47525 2.00188 -1.14385 2.5561 -2.09439 1.21922 
2.31843 -1.47561 2.00197 -1.14344 2.55636 -2.09439 1.21931 
2.31829 -1.47597 2.00207 -1.14302 2.55661 -2.09439 1.2194 
2.31815 -1.47633 2.00216 -1.14261 2.55686 -2.09439 1.21949 
2.31801 -1.47668 2.00226 -1.1422 2.55711 -2.09439 1.21958 
2.31787 -1.47703 2.00235 -1.1418 2.55736 -2.09439 1.21967 
2.31773 -1.47737 2.00245 -1.14139 2.55761 -2.09439 1.21976 
2.3176 -1.47772 2.00254 -1.14099 2.55785 -2.09439 1.21985 
2.31746 -1.47806 2.00264 -1.1406 2.55809 -2.09439 1.21994 
2.31733 -1.47839 2.00273 -1.14021 2.55832 -2.09439 1.22003 
2.3172 -1.47873 2.00283 -1.13982 2.55856 -2.09439 1.22012 
2.31707 -1.47906 2.00292 -1.13943 2.55879 -2.09439 1.22021 
2.31694 -1.47938 2.00301 -1.13905 2.55902 -2.09439 1.22029 
2.31681 -1.47971 2.00311 -1.13866 2.55925 -2.09439 1.22038 
2.31668 -1.48003 2.0032 -1.13829 2.55947 -2.09439 1.22047 
2.31655 -1.48034 2.00329 -1.13791 2.5597 -2.09439 1.22055 
2.31643 -1.48066 2.00339 -1.13754 2.55992 -2.09439 1.22064 
2.3163 -1.48097 2.00348 -1.13717 2.56013 -2.09439 1.22073 
2.31618 -1.48128 2.00357 -1.13681 2.56035 -2.09439 1.22081 
2.31606 -1.48159 2.00367 -1.13644 2.56056 -2.09439 1.2209 
2.31594 -1.48189 2.00376 -1.13608 2.56077 -2.09439 1.22098 
2.31581 -1.48219 2.00385 -1.13573 2.56098 -2.09439 1.22107 
2.31569 -1.48249 2.00394 -1.13537 2.56119 -2.09439 1.22115 
2.31558 -1.48278 2.00404 -1.13502 2.5614 -2.09439 1.22124 
2.31546 -1.48307 2.00413 -1.13467 2.5616 -2.09439 1.22132 
2.31534 -1.48336 2.00422 -1.13433 2.5618 -2.09439 1.2214 
2.31522 -1.48365 2.00431 -1.13399 2.562 -2.09439 1.22149 
2.31511 -1.48393 2.00441 -1.13365 2.56219 -2.09439 1.22157 
2.315 -1.48421 2.0045 -1.13331 2.56239 -2.09439 1.22165 
2.31488 -1.48449 2.00459 -1.13297 2.56258 -2.09439 1.22174 
2.31477 -1.48476 2.00468 -1.13264 2.56277 -2.09439 1.22182 
2.31466 -1.48504 2.00477 -1.13231 2.56296 -2.09439 1.2219 
2.31455 -1.48531 2.00486 -1.13199 2.56314 -2.09439 1.22198 
2.31444 -1.48557 2.00496 -1.13166 2.56333 -2.09439 1.22206 
2.31433 -1.48584 2.00505 -1.13134 2.56351 -2.09439 1.22214 
2.31422 -1.4861 2.00514 -1.13102 2.56369 -2.09439 1.22223 
2.31411 -1.48636 2.00523 -1.13071 2.56387 -2.09439 1.22231 
2.31401 -1.48662 2.00532 -1.13039 2.56404 -2.09439 1.22239 
2.3139 -1.48687 2.00541 -1.13008 2.56422 -2.09439 1.22247 
2.3138 -1.48713 2.0055 -1.12977 2.56439 -2.09439 1.22255 
2.3137 -1.48738 2.00559 -1.12947 2.56456 -2.09439 1.22263 
2.31359 -1.48762 2.00568 -1.12916 2.56473 -2.09439 1.22271 
2.31349 -1.48787 2.00577 -1.12886 2.5649 -2.09439 1.22279 
2.31339 -1.48811 2.00586 -1.12856 2.56506 -2.09439 1.22286 
2.31329 -1.48835 2.00595 -1.12827 2.56523 -2.09439 1.22294 
2.31319 -1.48859 2.00604 -1.12797 2.56539 -2.09439 1.22302 
2.31309 -1.48883 2.00613 -1.12768 2.56555 -2.09439 1.2231 
2.31299 -1.48906 2.00622 -1.12739 2.56571 -2.09439 1.22318 
2.3129 -1.48929 2.00631 -1.12711 2.56586 -2.09439 1.22326 
2.3128 -1.48952 2.0064 -1.12682 2.56602 -2.09439 1.22333 
2.3127 -1.48975 2.00649 -1.12654 2.56617 -2.09439 1.22341 
2.31261 -1.48997 2.00658 -1.12626 2.56632 -2.09439 1.22349 
2.31252 -1.49019 2.00667 -1.12598 2.56647 -2.09439 1.22356 
2.31242 -1.49041 2.00675 -1.12571 2.56662 -2.09439 1.22364 
2.31233 -1.49063 2.00684 -1.12544 2.56677 -2.09439 1.22372 
2.31224 -1.49085 2.00693 -1.12517 2.56691 -2.09439 1.22379 
2.31215 -1.49106 2.00702 -1.1249 2.56706 -2.09439 1.22387 
2.31206 -1.49127 2.00711 -1.12463 2.5672 -2.09439 1.22394 
2.31197 -1.49148 2.0072 -1.12437 2.56734 -2.09439 1.22402 
2.31188 -1.49169 2.00728 -1.12411 2.56748 -2.09439 1.2241 
2.31179 -1.4919 2.00737 -1.12385 2.56761 -2.09439 1.22417 
2.31171 -1.4921 2.00746 -1.12359 2.56775 -2.09439 1.22424 
2.31162 -1.4923 2.00755 -1.12333 2.56788 -2.09439 1.22432 
2.31153 -1.4925 2.00763 -1.12308 2.56802 -2.09439 1.22439 
2.31145 -1.4927 2.00772 -1.12283 2.56815 -2.09439 1.22447 
2.31136 -1.49289 2.00781 -1.12258 2.56828 -2.09439 1.22454 
2.31128 -1.49309 2.0079 -1.12233 2.5684 -2.09439 1.22461 
2.3112 -1.49328 2.00798 -1.12209 2.56853 -2.09439 1.22469 
2.31111 -1.49347 2.00807 -1.12185 2.56866 -2.09439 1.22476 
2.31103 -1.49366 2.00816 -1.12161 2.56878 -2.09439 1.22483 
2.31095 -1.49384 2.00824 -1.12137 2.5689 -2.09439 1.22491 
2.31087 -1.49403 2.00833 -1.12113 2.56902 -2.09439 1.22498 
2.31079 -1.49421 2.00842 -1.1209 2.56914 -2.09439 1.22505 
2.31071 -1.49439 2.0085 -1.12066 2.56926 -2.09439 1.22512 
2.31063 -1.49457 2.00859 -1.12043 2.56938 -2.09439 1.22519 
2.31056 -1.49475 2.00867 -1.1202 2.56949 -2.09439 1.22526 
2.31048 -1.49492 2.00876 -1.11998 2.56961 -2.09439 1.22534 
2.3104 -1.4951 2.00884 -1.11975 2.56972 -2.09439 1.22541 
2.31033 -1.49527 2.00893 -1.11953 2.56983 -2.09439 1.22548 
2.31025 -1.49544 2.00902 -1.11931 2.56994 -2.09439 1.22555 
2.31018 -1.49561 2.0091 -1.11909 2.57005 -2.09439 1.22562 
2.3101 -1.49577 2.00919 -1.11887 2.57016 -2.09439 1.22569 
2.31003 -1.49594 2.00927 -1.11865 2.57027 -2.09439 1.22576 
2.30996 -1.4961 2.00936 -1.11844 2.57037 -2.09439 1.22583 
2.30988 -1.49626 2.00944 -1.11823 2.57048 -2.09439 1.2259 
2.30981 -1.49642 2.00952 -1.11802 2.57058 -2.09439 1.22597 
2.30974 -1.49658 2.00961 -1.11781 2.57068 -2.09439 1.22604 
2.30967 -1.49674 2.00969 -1.1176 2.57078 -2.09439 1.2261 
2.3096 -1.49689 2.00978 -1.1174 2.57088 -2.09439 1.22617 
2.30953 -1.49705 2.00986 -1.1172 2.57098 -2.09439 1.22624 
2.30946 -1.4972 2.00994 -1.11699 2.57108 -2.09439 1.22631 
2.3094 -1.49735 2.01003 -1.11679 2.57117 -2.09439 1.22638 
2.30933 -1.4975 2.01011 -1.1166 2.57127 -2.09439 1.22645 
2.30926 -1.49764 2.01019 -1.1164 2.57136 -2.09439 1.22651 
2.30919 -1.49779 2.01028 -1.1162 2.57145 -2.09439 1.22658 
2.30913 -1.49793 2.01036 -1.11601 2.57155 -2.09439 1.22665 
2.30906 -1.49808 2.01044 -1.11582 2.57164 -2.09439 1.22671 
2.309 -1.49822 2.01053 -1.11563 2.57172 -2.09439 1.22678 
2.30893 -1.49836 2.01061 -1.11544 2.57181 -2.09439 1.22685 
2.30887 -1.4985 2.01069 -1.11525 2.5719 -2.09439 1.22691 
2.30881 -1.49863 2.01077 -1.11507 2.57199 -2.09439 1.22698 
2.30874 -1.49877 2.01086 -1.11489 2.57207 -2.09439 1.22705 
2.30868 -1.4989 2.01094 -1.1147 2.57215 -2.09439 1.22711 
2.30862 -1.49904 2.01102 -1.11452 2.57224 -2.09439 1.22718 
2.30856 -1.49917 2.0111 -1.11434 2.57232 -2.09439 1.22724 
2.3085 -1.4993 2.01118 -1.11417 2.5724 -2.09439 1.22731 
2.30844 -1.49943 2.01126 -1.11399 2.57248 -2.09439 1.22737 
2.30838 -1.49955 2.01135 -1.11382 2.57256 -2.09439 1.22744 
2.30832 -1.49968 2.01143 -1.11364 2.57264 -2.09439 1.2275 
2.30826 -1.4998 2.01151 -1.11347 2.57271 -2.09439 1.22756 
2.3082 -1.49993 2.01159 -1.1133 2.57279 -2.09439 1.22763 
2.30814 -1.50005 2.01167 -1.11314 2.57287 -2.09439 1.22769 
2.30808 -1.50017 2.01175 -1.11297 2.57294 -2.09439 1.22776 
2.30803 -1.50029 2.01183 -1.1128 2.57301 -2.09439 1.22782 
2.30797 -1.50041 2.01191 -1.11264 2.57308 -2.09439 1.22788 
2.30792 -1.50053 2.01199 -1.11248 2.57316 -2.09439 1.22795 
2.30786 -1.50064 2.01207 -1.11231 2.57323 -2.09439 1.22801 
2.3078 -1.50076 2.01215 -1.11216 2.5733 -2.09439 1.22807 
2.30775 -1.50087 2.01223 -1.112 2.57336 -2.09439 1.22813 
2.3077 -1.50098 2.01231 -1.11184 2.57343 -2.09439 1.2282 
2.30764 -1.50109 2.01239 -1.11168 2.5735 -2.09439 1.22826 
2.30759 -1.5012 2.01247 -1.11153 2.57357 -2.09439 1.22832 
2.30754 -1.50131 2.01255 -1.11138 2.57363 -2.09439 1.22838 
2.30748 -1.50142 2.01263 -1.11122 2.57369 -2.09439 1.22844 
2.30743 -1.50152 2.0127 -1.11107 2.57376 -2.09439 1.2285 
2.30738 -1.50163 2.01278 -1.11092 2.57382 -2.09439 1.22857 
2.30733 -1.50173 2.01286 -1.11078 2.57388 -2.09439 1.22863 
2.30728 -1.50183 2.01294 -1.11063 2.57394 -2.09439 1.22869 
2.30723 -1.50194 2.01302 -1.11049 2.574 -2.09439 1.22875 
2.30718 -1.50204 2.0131 -1.11034 2.57406 -2.09439 1.22881 
2.30713 -1.50214 2.01317 -1.1102 2.57412 -2.09439 1.22887 
2.30708 -1.50223 2.01325 -1.11006 2.57418 -2.09439 1.22893 
2.30703 -1.50233 2.01333 -1.10992 2.57424 -2.09439 1.22899 
2.30698 -1.50243 2.01341 -1.10978 2.57429 -2.09439 1.22905 
2.30693 -1.50252 2.01348 -1.10964 2.57435 -2.09439 1.22911 
2.30688 -1.50262 2.01356 -1.1095 2.5744 -2.09439 1.22917 
2.30684 -1.50271 2.01364 -1.10937 2.57446 -2.09439 1.22923 
2.30679 -1.5028 2.01371 -1.10923 2.57451 -2.09439 1.22928 
2.30674 -1.50289 2.01379 -1.1091 2.57456 -2.09439 1.22934 
2.3067 -1.50298 2.01387 -1.10897 2.57461 -2.09439 1.2294 
2.30665 -1.50307 2.01394 -1.10884 2.57466 -2.09439 1.22946 
2.30661 -1.50316 2.01402 -1.10871 2.57472 -2.09439 1.22952 
2.30656 -1.50325 2.01409 -1.10858 2.57476 -2.09439 1.22958 
2.30652 -1.50333 2.01417 -1.10845 2.57481 -2.09439 1.22963 
2.30647 -1.50342 2.01425 -1.10833 2.57486 -2.09439 1.22969 
2.30643 -1.5035 2.01432 -1.1082 2.57491 -2.09439 1.22975 
2.30639 -1.50359 2.0144 -1.10808 2.57496 -2.09439 1.22981 
2.30634 -1.50367 2.01447 -1.10795 2.575 -2.09439 1.22986 
2.3063 -1.50375 2.01455 -1.10783 2.57505 -2.09439 1.22992 
2.30626 -1.50383 2.01462 -1.10771 2.57509 -2.09439 1.22998 
2.30621 -1.50391 2.0147 -1.10759 2.57514 -2.09439 1.23003 
2.30617 -1.50399 2.01477 -1.10747 2.57518 -2.09439 1.23009 
2.30613 -1.50407 2.01484 -1.10735 2.57522 -2.09439 1.23015 
2.30609 -1.50414 2.01492 -1.10724 2.57527 -2.09439 1.2302 
2.30605 -1.50422 2.01499 -1.10712 2.57531 -2.09439 1.23026 
2.30601 -1.50429 2.01507 -1.10701 2.57535 -2.09439 1.23031 
2.30597 -1.50437 2.01514 -1.10689 2.57539 -2.09439 1.23037 
2.30593 -1.50444 2.01521 -1.10678 2.57543 -2.09439 1.23042 
2.30589 -1.50451 2.01529 -1.10667 2.57547 -2.09439 1.23048 
2.30585 -1.50459 2.01536 -1.10656 2.57551 -2.09439 1.23053 
2.30581 -1.50466 2.01543 -1.10645 2.57554 -2.09439 1.23059 
2.30577 -1.50473 2.01551 -1.10634 2.57558 -2.09439 1.23064 
2.30573 -1.5048 2.01558 -1.10623 2.57562 -2.09439 1.2307 
2.30569 -1.50486 2.01565 -1.10613 2.57566 -2.09439 1.23075 
2.30566 -1.50493 2.01572 -1.10602 2.57569 -2.09439 1.23081 
2.30562 -1.505 2.0158 -1.10592 2.57573 -2.09439 1.23086 
2.30558 -1.50506 2.01587 -1.10581 2.57576 -2.09439 1.23091 
2.30555 -1.50513 2.01594 -1.10571 2.57579 -2.09439 1.23097 
2.30551 -1.50519 2.01601 -1.10561 2.57583 -2.09439 1.23102 
2.30547 -1.50526 2.01608 -1.10551 2.57586 -2.09439 1.23107 
2.30544 -1.50532 2.01616 -1.10541 2.57589 -2.09439 1.23113 
2.3054 -1.50538 2.01623 -1.10531 2.57592 -2.09439 1.23118 
2.30537 -1.50544 2.0163 -1.10521 2.57596 -2.09439 1.23123 
2.30533 -1.5055 2.01637 -1.10511 2.57599 -2.09439 1.23128 
2.30529 -1.50556 2.01644 -1.10501 2.57602 -2.09439 1.23134 
2.30526 -1.50562 2.01651 -1.10492 2.57605 -2.09439 1.23139 
2.30523 -1.50568 2.01658 -1.10482 2.57608 -2.09439 1.23144 
2.30519 -1.50574 2.01665 -1.10473 2.57611 -2.09439 1.23149 
2.30516 -1.5058 2.01672 -1.10464 2.57613 -2.09439 1.23154 
2.30512 -1.50585 2.01679 -1.10454 2.57616 -2.09439 1.2316 
2.30509 -1.50591 2.01686 -1.10445 2.57619 -2.09439 1.23165 
2.30506 -1.50596 2.01693 -1.10436 2.57622 -2.09439 1.2317 
2.30503 -1.50602 2.017 -1.10427 2.57624 -2.09439 1.23175 
2.30499 -1.50607 2.01707 -1.10418 2.57627 -2.09439 1.2318 
2.30496 -1.50612 2.01714 -1.10409 2.57629 -2.09439 1.23185 
2.30493 -1.50618 2.01721 -1.10401 2.57632 -2.09439 1.2319 
2.3049 -1.50623 2.01728 -1.10392 2.57634 -2.09439 1.23195 
2.30487 -1.50628 2.01735 -1.10383 2.57637 -2.09439 1.232 
2.30483 -1.50633 2.01741 -1.10375 2.57639 -2.09439 1.23205 
2.3048 -1.50638 2.01748 -1.10366 2.57641 -2.09439 1.2321 
2.30477 -1.50643 2.01755 -1.10358 2.57644 -2.09439 1.23215 
2.30474 -1.50648 2.01762 -1.1035 2.57646 -2.09439 1.2322 
2.30471 -1.50652 2.01769 -1.10341 2.57648 -2.09439 1.23225 
2.30468 -1.50657 2.01776 -1.10333 2.5765 -2.09439 1.2323 
2.30465 -1.50662 2.01782 -1.10325 2.57652 -2.09439 1.23235 
2.30462 -1.50666 2.01789 -1.10317 2.57654 -2.09439 1.2324 
2.30459 -1.50671 2.01796 -1.10309 2.57656 -2.09439 1.23245 
2.30456 -1.50675 2.01803 -1.10301 2.57658 -2.09439 1.2325 
2.30453 -1.5068 2.01809 -1.10294 2.5766 -2.09439 1.23255 
2.30451 -1.50684 2.01816 -1.10286 2.57662 -2.09439 1.23259 
2.30448 -1.50688 2.01823 -1.10278 2.57664 -2.09439 1.23264 
2.30445 -1.50693 2.01829 -1.10271 2.57666 -2.09439 1.23269 
2.30442 -1.50697 2.01836 -1.10263 2.57668 -2.09439 1.23274 
2.30439 -1.50701 2.01842 -1.10256 2.57669 -2.09439 1.23279 
2.30437 -1.50705 2.01849 -1.10248 2.57671 -2.09439 1.23283 
2.30434 -1.50709 2.01856 -1.10241 2.57673 -2.09439 1.23288 
2.30431 -1.50713 2.01862 -1.10234 2.57674 -2.09439 1.23293 
2.30428 -1.50717 2.01869 -1.10227 2.57676 -2.09439 1.23298 
2.30426 -1.50721 2.01875 -1.1022 2.57677 -2.09439 1.23302 
2.30423 -1.50725 2.01882 -1.10213 2.57679 -2.09439 1.23307 
2.3042 -1.50728 2.01888 -1.10206 2.5768 -2.09439 1.23312 
2.30418 -1.50732 2.01895 -1.10199 2.57682 -2.09439 1.23316 
2.30415 -1.50736 2.01901 -1.10192 2.57683 -2.09439 1.23321 
2.30413 -1.50739 2.01908 -1.10185 2.57685 -2.09439 1.23326 
2.3041 -1.50743 2.01914 -1.10178 2.57686 -2.09439 1.2333 
2.30407 -1.50747 2.01921 -1.10172 2.57687 -2.09439 1.23335 
2.30405 -1.5075 2.01927 -1.10165 2.57688 -2.09439 1.23339 
2.30402 -1.50753 2.01934 -1.10159 2.5769 -2.09439 1.23344 
2.304 -1.50757 2.0194 -1.10152 2.57691 -2.09439 1.23348 
2.30397 -1.5076 2.01946 -1.10146 2.57692 -2.09439 1.23353 
2.30395 -1.50763 2.01953 -1.10139 2.57693 -2.09439 1.23358 
2.30393 -1.50767 2.01959 -1.10133 2.57694 -2.09439 1.23362 
2.3039 -1.5077 2.01965 -1.10127 2.57695 -2.09439 1.23367 
2.30388 -1.50773 2.01972 -1.10121 2.57696 -2.09439 1.23371 
2.30385 -1.50776 2.01978 -1.10114 2.57697 -2.09439 1.23376 
2.30383 -1.50779 2.01984 -1.10108 2.57698 -2.09439 1.2338 
2.30381 -1.50782 2.0199 -1.10102 2.57699 -2.09439 1.23384 
2.30378 -1.50785 2.01997 -1.10096 2.577 -2.09439 1.23389 
2.30376 -1.50788 2.02003 -1.1009 2.57701 -2.09439 1.23393 
2.30374 -1.50791 2.02009 -1.10085 2.57702 -2.09439 1.23398 
2.30372 -1.50793 2.02015 -1.10079 2.57703 -2.09439 1.23402 
2.30369 -1.50796 2.02021 -1.10073 2.57704 -2.09439 1.23406 
2.30367 -1.50799 2.02028 -1.10067 2.57704 -2.09439 1.23411 
2.30365 -1.50802 2.02034 -1.10062 2.57705 -2.09439 1.23415 
2.30363 -1.50804 2.0204 -1.10056 2.57706 -2.09439 1.23419 
2.3036 -1.50807 2.02046 -1.10051 2.57707 -2.09439 1.23424 
2.30358 -1.50809 2.02052 -1.10045 2.57707 -2.09439 1.23428 
2.30356 -1.50812 2.02058 -1.1004 2.57708 -2.09439 1.23432 
2.30354 -1.50814 2.02064 -1.10034 2.57709 -2.09439 1.23437 
2.30352 -1.50817 2.0207 -1.10029 2.57709 -2.09439 1.23441 
2.3035 -1.50819 2.02076 -1.10024 2.5771 -2.09439 1.23445 
2.30348 -1.50822 2.02082 -1.10018 2.5771 -2.09439 1.23449 
2.30346 -1.50824 2.02088 -1.10013 2.57711 -2.09439 1.23453 
2.30343 -1.50826 2.02094 -1.10008 2.57711 -2.09439 1.23458 
2.30341 -1.50829 2.021 -1.10003 2.57712 -2.09439 1.23462 
2.30339 -1.50831 2.02106 -1.09998 2.57712 -2.09439 1.23466 
2.30337 -1.50833 2.02112 -1.09993 2.57713 -2.09439 1.2347 
2.30335 -1.50835 2.02118 -1.09988 2.57713 -2.09439 1.23474 
2.30333 -1.50837 2.02124 -1.09983 2.57713 -2.09439 1.23479 
2.30331 -1.50839 2.0213 -1.09978 2.57714 -2.09439 1.23483 
2.30329 -1.50841 2.02136 -1.09973 2.57714 -2.09439 1.23487 
2.30327 -1.50843 2.02142 -1.09969 2.57714 -2.09439 1.23491 
2.30326 -1.50845 2.02148 -1.09964 2.57714 -2.09439 1.23495 
2.30324 -1.50847 2.02153 -1.09959 2.57715 -2.09439 1.23499 
2.30322 -1.50849 2.02159 -1.09955 2.57715 -2.09439 1.23503 
2.3032 -1.50851 2.02165 -1.0995 2.57715 -2.09439 1.23507 
2.30318 -1.50853 2.02171 -1.09946 2.57715 -2.09439 1.23511 
2.30316 -1.50855 2.02177 -1.09941 2.57715 -2.09439 1.23515 
2.30314 -1.50856 2.02182 -1.09937 2.57716 -2.09439 1.23519 
2.30312 -1.50858 2.02188 -1.09932 2.57716 -2.09439 1.23523 
2.30311 -1.5086 2.02194 -1.09928 2.57716 -2.09439 1.23527 
2.30309 -1.50862 2.022 -1.09923 2.57716 -2.09439 1.23531 
2.30307 -1.50863 2.02205 -1.09919 2.57716 -2.09439 1.23535 
2.30305 -1.50865 2.02211 -1.09915 2.57716 -2.09439 1.23539 
2.30303 -1.50866 2.02217 -1.09911 2.57716 -2.09439 1.23543 
2.30302 -1.50868 2.02222 -1.09906 2.57716 -2.09439 1.23547 
2.303 -1.50869 2.02228 -1.09902 2.57716 -2.09439 1.23551 
2.30298 -1.50871 2.02234 -1.09898 2.57716 -2.09439 1.23555 
2.30296 -1.50872 2.02239 -1.09894 2.57716 -2.09439 1.23558 
2.30295 -1.50874 2.02245 -1.0989 2.57716 -2.09439 1.23562 
2.30293 -1.50875 2.0225 -1.09886 2.57716 -2.09439 1.23566 
2.30291 -1.50877 2.02256 -1.09882 2.57716 -2.09439 1.2357 
2.3029 -1.50878 2.02261 -1.09878 2.57715 -2.09439 1.23574 
2.30288 -1.50879 2.02267 -1.09874 2.57715 -2.09439 1.23578 
2.30286 -1.5088 2.02272 -1.09871 2.57715 -2.09439 1.23581 
2.30285 -1.50882 2.02278 -1.09867 2.57715 -2.09439 1.23585 
2.30283 -1.50883 2.02283 -1.09863 2.57715 -2.09439 1.23589 
2.30281 -1.50884 2.02289 -1.09859 2.57714 -2.09439 1.23593 
2.3028 -1.50885 2.02294 -1.09856 2.57714 -2.09439 1.23596 
2.30278 -1.50886 2.023 -1.09852 2.57714 -2.09439 1.236 
2.30277 -1.50888 2.02305 -1.09848 2.57714 -2.09439 1.23604 
2.30275 -1.50889 2.02311 -1.09845 2.57713 -2.09439 1.23608 
2.30273 -1.5089 2.02316 -1.09841 2.57713 -2.09439 1.23611 
2.30272 -1.50891 2.02321 -1.09838 2.57713 -2.09439 1.23615 
2.3027 -1.50892 2.02327 -1.09834 2.57712 -2.09439 1.23619 
2.30269 -1.50893 2.02332 -1.09831 2.57712 -2.09439 1.23622 
