X   Y   Z   quatX   quatY   quatZ   W
0.4   -0.055118     0.89226        1000        1000        1000        1000
0.4   -0.057038     0.89169        1000        1000        1000        1000
0.4   -0.058952     0.89111        1000        1000        1000        1000
0.4    -0.06086     0.89052        1000        1000        1000        1000
0.4   -0.062762      0.8899        1000        1000        1000        1000
0.4   -0.064658     0.88926        1000        1000        1000        1000
0.4   -0.066547      0.8886        1000        1000        1000        1000
0.4    -0.06843     0.88793        1000        1000        1000        1000
0.4   -0.070306     0.88724        1000        1000        1000        1000
0.4   -0.072175     0.88652        1000        1000        1000        1000
0.4   -0.074036     0.88579        1000        1000        1000        1000
0.4    -0.07589     0.88504        1000        1000        1000        1000
0.4   -0.077737     0.88427        1000        1000        1000        1000
0.4   -0.079576     0.88349        1000        1000        1000        1000
0.4   -0.081407     0.88268        1000        1000        1000        1000
0.4   -0.083229     0.88186        1000        1000        1000        1000
0.4   -0.085044     0.88102        1000        1000        1000        1000
0.4    -0.08685     0.88016        1000        1000        1000        1000
0.4   -0.088647     0.87928        1000        1000        1000        1000
0.4   -0.090435     0.87839        1000        1000        1000        1000
0.4   -0.092215     0.87747        1000        1000        1000        1000
0.4   -0.093985     0.87654        1000        1000        1000        1000
0.4   -0.095745     0.87559        1000        1000        1000        1000
0.4   -0.097496     0.87463        1000        1000        1000        1000
0.4   -0.099238     0.87364        1000        1000        1000        1000
0.4    -0.10097     0.87264        1000        1000        1000        1000
0.4    -0.10269     0.87162        1000        1000        1000        1000
0.4     -0.1044     0.87059        1000        1000        1000        1000
0.4     -0.1061     0.86954        1000        1000        1000        1000
0.4    -0.10779     0.86847        1000        1000        1000        1000
0.4    -0.10947     0.86738        1000        1000        1000        1000
0.4    -0.11114     0.86628        1000        1000        1000        1000
0.4     -0.1128     0.86516        1000        1000        1000        1000
0.4    -0.11444     0.86402        1000        1000        1000        1000
0.4    -0.11608     0.86287        1000        1000        1000        1000
0.4     -0.1177      0.8617        1000        1000        1000        1000
0.4    -0.11931     0.86051        1000        1000        1000        1000
0.4    -0.12091     0.85931        1000        1000        1000        1000
0.4     -0.1225      0.8581        1000        1000        1000        1000
0.4    -0.12407     0.85686        1000        1000        1000        1000
0.4    -0.12563     0.85561        1000        1000        1000        1000
0.4    -0.12718     0.85435        1000        1000        1000        1000
0.4    -0.12872     0.85307        1000        1000        1000        1000
0.4    -0.13025     0.85178        1000        1000        1000        1000
0.4    -0.13176     0.85047        1000        1000        1000        1000
0.4    -0.13326     0.84914        1000        1000        1000        1000
0.4    -0.13474      0.8478        1000        1000        1000        1000
0.4    -0.13621     0.84645        1000        1000        1000        1000
0.4    -0.13767     0.84508        1000        1000        1000        1000
0.4    -0.13911     0.84369        1000        1000        1000        1000
0.4    -0.14054     0.84229        1000        1000        1000        1000
0.4    -0.14196     0.84088        1000        1000        1000        1000
0.4    -0.14336     0.83946        1000        1000        1000        1000
0.4    -0.14475     0.83801        1000        1000        1000        1000
0.4    -0.14612     0.83656        1000        1000        1000        1000
0.4    -0.14748     0.83509        1000        1000        1000        1000
0.4    -0.14882     0.83361        1000        1000        1000        1000
0.4    -0.15015     0.83212        1000        1000        1000        1000
0.4    -0.15146     0.83061        1000        1000        1000        1000
0.4    -0.15276     0.82909        1000        1000        1000        1000
0.4    -0.15405     0.82755        1000        1000        1000        1000
0.4    -0.15531     0.82601        1000        1000        1000        1000
0.4    -0.15657     0.82445        1000        1000        1000        1000
0.4     -0.1578     0.82287        1000        1000        1000        1000
0.4    -0.15902     0.82129        1000        1000        1000        1000
0.4    -0.16023     0.81969        1000        1000        1000        1000
0.4    -0.16142     0.81809        1000        1000        1000        1000
0.4    -0.16259     0.81647        1000        1000        1000        1000
0.4    -0.16375     0.81483        1000        1000        1000        1000
0.4    -0.16489     0.81319        1000        1000        1000        1000
0.4    -0.16601     0.81154        1000        1000        1000        1000
0.4    -0.16712     0.80987        1000        1000        1000        1000
0.4    -0.16821     0.80819        1000        1000        1000        1000
0.4    -0.16928     0.80651        1000        1000        1000        1000
0.4    -0.17034     0.80481        1000        1000        1000        1000
0.4    -0.17138      0.8031        1000        1000        1000        1000
0.4     -0.1724     0.80138        1000        1000        1000        1000
0.4    -0.17341     0.79965        1000        1000        1000        1000
0.4    -0.17439     0.79791        1000        1000        1000        1000
0.4    -0.17536     0.79616        1000        1000        1000        1000
0.4    -0.17632     0.79441        1000        1000        1000        1000
0.4    -0.17725     0.79264        1000        1000        1000        1000
0.4    -0.17817     0.79086        1000        1000        1000        1000
0.4    -0.17907     0.78907        1000        1000        1000        1000
0.4    -0.17995     0.78728        1000        1000        1000        1000
0.4    -0.18081     0.78548        1000        1000        1000        1000
0.4    -0.18166     0.78366        1000        1000        1000        1000
0.4    -0.18249     0.78184        1000        1000        1000        1000
0.4     -0.1833     0.78001        1000        1000        1000        1000
0.4    -0.18409     0.77818        1000        1000        1000        1000
0.4    -0.18486     0.77633        1000        1000        1000        1000
0.4    -0.18561     0.77448        1000        1000        1000        1000
0.4    -0.18635     0.77262        1000        1000        1000        1000
0.4    -0.18707     0.77075        1000        1000        1000        1000
0.4    -0.18777     0.76888        1000        1000        1000        1000
0.4    -0.18844       0.767        1000        1000        1000        1000
0.4    -0.18911     0.76511        1000        1000        1000        1000
0.4    -0.18975     0.76322        1000        1000        1000        1000
0.4    -0.19037     0.76131        1000        1000        1000        1000
0.4    -0.19097     0.75941        1000        1000        1000        1000
0.4    -0.19156      0.7575        1000        1000        1000        1000
0.4    -0.19212     0.75558        1000        1000        1000        1000
0.4    -0.19267     0.75365        1000        1000        1000        1000
0.4     -0.1932     0.75172        1000        1000        1000        1000
0.4     -0.1937     0.74979        1000        1000        1000        1000
0.4    -0.19419     0.74785        1000        1000        1000        1000
0.4    -0.19466     0.74591        1000        1000        1000        1000
0.4    -0.19511     0.74396        1000        1000        1000        1000
0.4    -0.19554       0.742        1000        1000        1000        1000
0.4    -0.19595     0.74005        1000        1000        1000        1000
0.4    -0.19634     0.73808        1000        1000        1000        1000
0.4    -0.19671     0.73612        1000        1000        1000        1000
0.4    -0.19706     0.73415        1000        1000        1000        1000
0.4    -0.19739     0.73218        1000        1000        1000        1000
0.4    -0.19771      0.7302        1000        1000        1000        1000
0.4      -0.198     0.72822        1000        1000        1000        1000
0.4    -0.19827     0.72624        1000        1000        1000        1000
0.4    -0.19852     0.72426        1000        1000        1000        1000
0.4    -0.19876     0.72227        1000        1000        1000        1000
0.4    -0.19897     0.72028        1000        1000        1000        1000
0.4    -0.19916     0.71829        1000        1000        1000        1000
0.4    -0.19933      0.7163        1000        1000        1000        1000
0.4    -0.19949     0.71431        1000        1000        1000        1000
0.4    -0.19962     0.71231        1000        1000        1000        1000
0.4    -0.19973     0.71031        1000        1000        1000        1000
0.4    -0.19983     0.70832        1000        1000        1000        1000
0.4     -0.1999     0.70632        1000        1000        1000        1000
0.4    -0.19995     0.70432        1000        1000        1000        1000
0.4    -0.19999     0.70232        1000        1000        1000        1000
0.4        -0.2     0.70032        1000        1000        1000        1000
0.4    -0.19999     0.69832        1000        1000        1000        1000
0.4    -0.19997     0.69632        1000        1000        1000        1000
0.4    -0.19992     0.69432        1000        1000        1000        1000
0.4    -0.19985     0.69232        1000        1000        1000        1000
0.4    -0.19977     0.69032        1000        1000        1000        1000
0.4    -0.19966     0.68833        1000        1000        1000        1000
0.4    -0.19953     0.68633        1000        1000        1000        1000
0.4    -0.19939     0.68433        1000        1000        1000        1000
0.4    -0.19922     0.68234        1000        1000        1000        1000
0.4    -0.19903     0.68035        1000        1000        1000        1000
0.4    -0.19883     0.67836        1000        1000        1000        1000
0.4     -0.1986     0.67637        1000        1000        1000        1000
0.4    -0.19835     0.67439        1000        1000        1000        1000
0.4    -0.19809     0.67241        1000        1000        1000        1000
0.4     -0.1978     0.67043        1000        1000        1000        1000
0.4     -0.1975     0.66845        1000        1000        1000        1000
0.4    -0.19717     0.66648        1000        1000        1000        1000
0.4    -0.19683     0.66451        1000        1000        1000        1000
0.4    -0.19646     0.66254        1000        1000        1000        1000
0.4    -0.19608     0.66058        1000        1000        1000        1000
0.4    -0.19567     0.65862        1000        1000        1000        1000
0.4    -0.19525     0.65666        1000        1000        1000        1000
0.4    -0.19481     0.65471        1000        1000        1000        1000
0.4    -0.19434     0.65277        1000        1000        1000        1000
0.4    -0.19386     0.65083        1000        1000        1000        1000
0.4    -0.19336     0.64889        1000        1000        1000        1000
0.4    -0.19284     0.64696        1000        1000        1000        1000
0.4     -0.1923     0.64504        1000        1000        1000        1000
0.4    -0.19174     0.64311        1000        1000        1000        1000
0.4    -0.19116      0.6412        1000        1000        1000        1000
0.4    -0.19056     0.63929        1000        1000        1000        1000
0.4    -0.18995     0.63739        1000        1000        1000        1000
0.4    -0.18931     0.63549        1000        1000        1000        1000
0.4    -0.18866      0.6336        1000        1000        1000        1000
0.4    -0.18798     0.63172        1000        1000        1000        1000
0.4    -0.18729     0.62984        1000        1000        1000        1000
0.4    -0.18658     0.62797        1000        1000        1000        1000
0.4    -0.18585     0.62611        1000        1000        1000        1000
0.4     -0.1851     0.62426        1000        1000        1000        1000
0.4    -0.18434     0.62241        1000        1000        1000        1000
0.4    -0.18355     0.62057        1000        1000        1000        1000
0.4    -0.18275     0.61874        1000        1000        1000        1000
0.4    -0.18193     0.61692        1000        1000        1000        1000
0.4    -0.18109      0.6151        1000        1000        1000        1000
0.4    -0.18023     0.61329        1000        1000        1000        1000
0.4    -0.17935      0.6115        1000        1000        1000        1000
0.4    -0.17846     0.60971        1000        1000        1000        1000
0.4    -0.17755     0.60793        1000        1000        1000        1000
0.4    -0.17662     0.60616        1000        1000        1000        1000
0.4    -0.17567     0.60439        1000        1000        1000        1000
0.4     -0.1747     0.60264        1000        1000        1000        1000
0.4    -0.17372      0.6009        1000        1000        1000        1000
0.4    -0.17272     0.59917        1000        1000        1000        1000
0.4    -0.17171     0.59745        1000        1000        1000        1000
0.4    -0.17067     0.59573        1000        1000        1000        1000
0.4    -0.16962     0.59403        1000        1000        1000        1000
0.4    -0.16855     0.59234        1000        1000        1000        1000
0.4    -0.16747     0.59066        1000        1000        1000        1000
0.4    -0.16637     0.58899        1000        1000        1000        1000
0.4    -0.16525     0.58733        1000        1000        1000        1000
0.4    -0.16411     0.58569        1000        1000        1000        1000
0.4    -0.16296     0.58405        1000        1000        1000        1000
0.4    -0.16179     0.58243        1000        1000        1000        1000
0.4    -0.16061     0.58082        1000        1000        1000        1000
0.4    -0.15941     0.57922        1000        1000        1000        1000
0.4    -0.15819     0.57763        1000        1000        1000        1000
0.4    -0.15696     0.57605        1000        1000        1000        1000
0.4    -0.15571     0.57449        1000        1000        1000        1000
0.4    -0.15445     0.57294        1000        1000        1000        1000
0.4    -0.15317      0.5714        1000        1000        1000        1000
0.4    -0.15188     0.56987        1000        1000        1000        1000
0.4    -0.15057     0.56836        1000        1000        1000        1000
0.4    -0.14925     0.56686        1000        1000        1000        1000
0.4    -0.14791     0.56538        1000        1000        1000        1000
0.4    -0.14655     0.56391        1000        1000        1000        1000
0.4    -0.14519     0.56245        1000        1000        1000        1000
0.4     -0.1438       0.561        1000        1000        1000        1000
0.4    -0.14241     0.55957        1000        1000        1000        1000
0.4      -0.141     0.55815        1000        1000        1000        1000
0.4    -0.13957     0.55675        1000        1000        1000        1000
0.4    -0.13813     0.55536        1000        1000        1000        1000
0.4    -0.13668     0.55399        1000        1000        1000        1000
0.4    -0.13521     0.55263        1000        1000        1000        1000
0.4    -0.13373     0.55128        1000        1000        1000        1000
0.4    -0.13224     0.54995        1000        1000        1000        1000
0.4    -0.13073     0.54864        1000        1000        1000        1000
0.4    -0.12921     0.54734        1000        1000        1000        1000
0.4    -0.12768     0.54606        1000        1000        1000        1000
0.4    -0.12613     0.54479        1000        1000        1000        1000
0.4    -0.12457     0.54353        1000        1000        1000        1000
0.4      -0.123     0.54229        1000        1000        1000        1000
0.4    -0.12142     0.54107        1000        1000        1000        1000
0.4    -0.11982     0.53987        1000        1000        1000        1000
0.4    -0.11821     0.53868        1000        1000        1000        1000
0.4     -0.1166      0.5375        1000        1000        1000        1000
0.4    -0.11496     0.53634        1000        1000        1000        1000
0.4    -0.11332      0.5352        1000        1000        1000        1000
0.4    -0.11167     0.53408        1000        1000        1000        1000
0.4       -0.11     0.53297        1000        1000        1000        1000
0.4    -0.10833     0.53188        1000        1000        1000        1000
0.4    -0.10664      0.5308        1000        1000        1000        1000
0.4    -0.10494     0.52975        1000        1000        1000        1000
0.4    -0.10324      0.5287        1000        1000        1000        1000
0.4    -0.10152     0.52768        1000        1000        1000        1000
0.4    -0.09979     0.52667        1000        1000        1000        1000
0.4   -0.098052     0.52568        1000        1000        1000        1000
0.4   -0.096304     0.52471        1000        1000        1000        1000
0.4   -0.094546     0.52376        1000        1000        1000        1000
0.4   -0.092779     0.52282        1000        1000        1000        1000
0.4   -0.091003      0.5219        1000        1000        1000        1000
0.4   -0.089217       0.521        1000        1000        1000        1000
0.4   -0.087423     0.52012        1000        1000        1000        1000
0.4    -0.08562     0.51925        1000        1000        1000        1000
0.4   -0.083808     0.51841        1000        1000        1000        1000
0.4   -0.081988     0.51758        1000        1000        1000        1000
0.4    -0.08016     0.51677        1000        1000        1000        1000
0.4   -0.078324     0.51597        1000        1000        1000        1000
0.4   -0.076479      0.5152        1000        1000        1000        1000
0.4   -0.074628     0.51444        1000        1000        1000        1000
0.4   -0.072768     0.51371        1000        1000        1000        1000
0.4   -0.070902     0.51299        1000        1000        1000        1000
0.4   -0.069028     0.51229        1000        1000        1000        1000
0.4   -0.067148     0.51161        1000        1000        1000        1000
0.4    -0.06526     0.51095        1000        1000        1000        1000
0.4   -0.063367      0.5103        1000        1000        1000        1000
0.4   -0.061467     0.50968        1000        1000        1000        1000
0.4    -0.05956     0.50907        1000        1000        1000        1000
0.4   -0.057648     0.50849        1000        1000        1000        1000
0.4    -0.05573     0.50792        1000        1000        1000        1000
0.4   -0.053807     0.50737        1000        1000        1000        1000
0.4   -0.051878     0.50685        1000        1000        1000        1000
0.4   -0.049944     0.50634        1000        1000        1000        1000
0.4   -0.048004     0.50585        1000        1000        1000        1000
0.4   -0.046061     0.50538        1000        1000        1000        1000
0.4   -0.044112     0.50493        1000        1000        1000        1000
0.4   -0.042159     0.50449        1000        1000        1000        1000
0.4   -0.040202     0.50408        1000        1000        1000        1000
0.4   -0.038241     0.50369        1000        1000        1000        1000
0.4   -0.036276     0.50332        1000        1000        1000        1000
0.4   -0.034307     0.50296        1000        1000        1000        1000
0.4   -0.032335     0.50263        1000        1000        1000        1000
0.4    -0.03036     0.50232        1000        1000        1000        1000
0.4   -0.028382     0.50202        1000        1000        1000        1000
0.4   -0.026401     0.50175        1000        1000        1000        1000
0.4   -0.024417      0.5015        1000        1000        1000        1000
0.4   -0.022431     0.50126        1000        1000        1000        1000
0.4   -0.020442     0.50105        1000        1000        1000        1000
0.4   -0.018452     0.50085        1000        1000        1000        1000
0.4   -0.016459     0.50068        1000        1000        1000        1000
0.4   -0.014465     0.50052        1000        1000        1000        1000
0.4    -0.01247     0.50039        1000        1000        1000        1000
0.4   -0.010473     0.50027        1000        1000        1000        1000
0.4  -0.0084753     0.50018        1000        1000        1000        1000
0.4  -0.0064767      0.5001        1000        1000        1000        1000
0.4  -0.0044774     0.50005        1000        1000        1000        1000
0.4  -0.0024777     0.50002        1000        1000        1000        1000
0.4  -0.0004778         0.5        1000        1000        1000        1000
0.4   0.0015222     0.50001        1000        1000        1000        1000
0.4    0.003522     0.50003        1000        1000        1000        1000
0.4   0.0055215     0.50008        1000        1000        1000        1000
0.4   0.0075204     0.50014        1000        1000        1000        1000
0.4   0.0095186     0.50023        1000        1000        1000        1000
0.4    0.011516     0.50033        1000        1000        1000        1000
0.4    0.013512     0.50046        1000        1000        1000        1000
0.4    0.015507      0.5006        1000        1000        1000        1000
0.4      0.0175     0.50077        1000        1000        1000        1000
0.4    0.019491     0.50095        1000        1000        1000        1000
0.4    0.021481     0.50116        1000        1000        1000        1000
0.4    0.023468     0.50138        1000        1000        1000        1000
0.4    0.025453     0.50163        1000        1000        1000        1000
0.4    0.027435     0.50189        1000        1000        1000        1000
0.4    0.029415     0.50217        1000        1000        1000        1000
0.4    0.031392     0.50248        1000        1000        1000        1000
0.4    0.033365      0.5028        1000        1000        1000        1000
0.4    0.035336     0.50315        1000        1000        1000        1000
0.4    0.037302     0.50351        1000        1000        1000        1000
0.4    0.039265     0.50389        1000        1000        1000        1000
0.4    0.041225     0.50429        1000        1000        1000        1000
0.4     0.04318     0.50472        1000        1000        1000        1000
0.4     0.04513     0.50516        1000        1000        1000        1000
0.4    0.047076     0.50562        1000        1000        1000        1000
0.4    0.049018      0.5061        1000        1000        1000        1000
0.4    0.050954      0.5066        1000        1000        1000        1000
0.4    0.052886     0.50712        1000        1000        1000        1000
0.4    0.054812     0.50766        1000        1000        1000        1000
0.4    0.056732     0.50822        1000        1000        1000        1000
0.4    0.058647     0.50879        1000        1000        1000        1000
0.4    0.060557     0.50939        1000        1000        1000        1000
0.4     0.06246        0.51        1000        1000        1000        1000
0.4    0.064356     0.51064        1000        1000        1000        1000
0.4    0.066247     0.51129        1000        1000        1000        1000
0.4    0.068131     0.51196        1000        1000        1000        1000
0.4    0.070007     0.51265        1000        1000        1000        1000
0.4    0.071877     0.51336        1000        1000        1000        1000
0.4     0.07374     0.51409        1000        1000        1000        1000
0.4    0.075596     0.51484        1000        1000        1000        1000
0.4    0.077443      0.5156        1000        1000        1000        1000
0.4    0.079283     0.51639        1000        1000        1000        1000
0.4    0.081116     0.51719        1000        1000        1000        1000
0.4     0.08294     0.51801        1000        1000        1000        1000
0.4    0.084755     0.51885        1000        1000        1000        1000
0.4    0.086563      0.5197        1000        1000        1000        1000
0.4    0.088361     0.52058        1000        1000        1000        1000
0.4    0.090151     0.52147        1000        1000        1000        1000
0.4    0.091932     0.52238        1000        1000        1000        1000
0.4    0.093703     0.52331        1000        1000        1000        1000
0.4    0.095466     0.52425        1000        1000        1000        1000
0.4    0.097218     0.52522        1000        1000        1000        1000
